GospelOfPeter	GPeter	1	1	50	Now at the dawn of the Lord'sDay Mary Magdalene, a female disciple of the Lord(who, afraid because of the Jews since they were inflamed with anger, had not done atthe tomb of the Lord what women were accustomed to do for the dead beloved bythem),
GospelOfPeter	GPeter	1	1	51	having taken with her women friends, came to the tomb where he had been placed.
GospelOfPeter	GPeter	1	1	52	And they were afraid lest the Jews should see them and were saying, 'If indeed onthat day on which he was crucified we could not weep and beat ourselves, yet now athis tomb we may do these things.
GospelOfPeter	GPeter	1	1	53	But who will roll away for us even the stone placed against the door of the tomb inorder that, having entered, we may sit beside him and do the expected things?
GospelOfPeter	GPeter	1	1	54	For the stone was large, and we were afraid lest anyone see us. And if we areunable, let is throw against the door what we bring in memory of him; let us weep andbeat ourselves until we come to our homes.'
GospelOfPeter	GPeter	1	1	55	And having gone off, they found the sepulcher opened. And having come forward,they bent down there and saw there a certain young man seated in the middle of thesepulcher, comely and clothed with a splendid robe, who said to them:
GospelOfPeter	GPeter	1	1	56	'Why have you come? Whom do you seek? Not that one who was crucified? He isrisen and gone away. But if you do not believe, bend down and see the place where helay, because he is not here. For he is risen and gone away to there whence he wassent.'
GospelOfPeter	GPeter	1	1	57	Then the women fled frightened.
GospelOfPeter	GPeter	1	1	58	Now it was the final day of the Unleavened Bread; and many went out returning totheir home since the feast wasover.
GospelOfPeter	GPeter	1	1	59	But we twelve disciples of the Lord were weeping and sorrowful; and each one,sorrowful because of what had come to pass, departed to his home.
GospelOfPeter	GPeter	1	1	60	But I, Simon Peter, and my brother Andrew, having taken our nets, went off to thesea. And there was with us Levi of Alphaeus whom the Lord ...END
